#@string,string,string,string,ra,dec,string,string,string,string,string,string,string
idx,instrument,detector,propid,target,ra,dec,filter1,filter2,pr_inv,exptime,date-obs,rootname,filename,s_region
1081,ACS,WFC,9891,RETICULUM,69.038875,-58.861189,CLEAR1L,F814W,Gilmore,200,2003-09-21,j8ne43a7q,ACS/9891_RETICULUM/j8ne43a7q_flt.fits,'POLYGON J2000 78.36987810 -69.29233300 78.29664040 -69.28265020 78.22782740 -69.33314350 78.30120540 -69.34285540 78.36987810 -69.29233300 POLYGON J2000 78.37947860 -69.35384540 78.44686830 -69.30237170 78.37125370 -69.29218410 78.30371570 -69.34362840 78.'
1082,WFC3,UVIS,12116,NGC1818,76.0615,-66.434489,F275W,...,Dalcanton,460,2013-03-13,ibxg01o2q,WFC3/12116_NGC1818/ibxg01o2q_flt.fits,'POLYGON 76.07186939 -66.40375307 75.97962612 -66.42941888 76.05103328 -66.4652356 76.14365275 -66.4387982 76.07186939 -66.40375307 76.07186939 -66.40375307'
1083,WFC3,UVIS,12116,NGC1818,76.0615,-66.434489,F275W,...,Dalcanton,2,2013-03-13,ibxg01o5q,WFC3/12116_NGC1818/ibxg01o5q_flt.fits,'POLYGON 76.07186939 -66.40375307 75.97962612 -66.42941888 76.05103328 -66.4652356 76.14365275 -66.4387982 76.07186939 -66.40375307 76.07186939 -66.40375307'
1084,WFC3,UVIS,12116,NGC1818,76.0615,-66.434489,F275W,...,Dalcanton,750,2013-03-13,ibxg01o6q,WFC3/12116_NGC1818/ibxg01o6q_flt.fits,'POLYGON 76.07186939 -66.40375307 75.97962612 -66.42941888 76.05103328 -66.4652356 76.14365275 -66.4387982 76.07186939 -66.40375307 76.07186939 -66.40375307'
1085,WFC3,UVIS,12116,NGC1818,76.0615,-66.434489,F275W,...,Dalcanton,750,2013-03-13,ibxg01o9q,WFC3/12116_NGC1818/ibxg01o9q_flt.fits,'POLYGON 76.07186939 -66.40375307 75.97962612 -66.42941888 76.05103328 -66.4652356 76.14365275 -66.4387982 76.07186939 -66.40375307 76.07186939 -66.40375307'
1086,WFC3,UVIS,12116,NGC1818,76.0615,-66.434489,F475W,...,Dalcanton,100,2013-03-13,ibxg01oeq,WFC3/12116_NGC1818/ibxg01oeq_flt.fits,'POLYGON J2000 76.01513910 -66.44690590 76.10751650 -66.42106550 76.07231680 -66.40362520 75.97996750 -66.42944480 76.01513910 -66.44690590 POLYGON J2000 76.10809220 -66.42115250 76.01562630 -66.44737470 76.05131740 -66.46501880 76.14381100 -66.43877540 76.'
1087,WFC3,UVIS,12257,HODGE2,79.45,-69.645278,F475W,...,Girardi,120,2012-01-21,ibhy24e3q,WFC3/12257_HODGE2/ibhy24e3q_flt.fits,'POLYGON J2000 79.40758194 -69.62366293 79.40754000 -69.62366410 79.40907280 -69.66873830 79.40911475 -69.66873713 79.47338540 -69.66693070 79.47338437 -69.66690289 79.47342640 -69.66690170 79.47341129 -69.66649450 79.47478801 -69.66645554 79.47482020 -69.6'
1088,WFC3,UVIS,12257,HODGE2,79.45,-69.645278,F814W,...,Girardi,30,2012-01-21,ibhy24e4q,WFC3/12257_HODGE2/ibhy24e4q_flt.fits,'POLYGON J2000 79.40758194 -69.62366293 79.40754000 -69.62366410 79.40907280 -69.66873830 79.40911475 -69.66873713 79.47338540 -69.66693070 79.47338437 -69.66690289 79.47342640 -69.66690170 79.47341129 -69.66649450 79.47478801 -69.66645554 79.47482020 -69.6'
1089,WFC3,UVIS,12257,HODGE2,79.45,-69.645278,F814W,...,Girardi,700,2012-01-21,ibhy24e5q,WFC3/12257_HODGE2/ibhy24e5q_flt.fits,'POLYGON J2000 79.40758194 -69.62366293 79.40754000 -69.62366410 79.40907280 -69.66873830 79.40911475 -69.66873713 79.47338540 -69.66693070 79.47338437 -69.66690289 79.47342640 -69.66690170 79.47341129 -69.66649450 79.47478801 -69.66645554 79.47482020 -69.6'
1090,WFC3,UVIS,12257,HODGE2,79.45,-69.645278,F814W,...,Girardi,700,2012-01-21,ibhy24e8q,WFC3/12257_HODGE2/ibhy24e8q_flt.fits,'POLYGON J2000 79.40758194 -69.62366293 79.40754000 -69.62366410 79.40907280 -69.66873830 79.40911475 -69.66873713 79.47338540 -69.66693070 79.47338437 -69.66690289 79.47342640 -69.66690170 79.47341129 -69.66649450 79.47478801 -69.66645554 79.47482020 -69.6'
1091,WFC3,UVIS,12257,HODGE2,79.45,-69.645278,F475W,...,Girardi,720,2012-01-21,ibhy24ecq,WFC3/12257_HODGE2/ibhy24ecq_flt.fits,'POLYGON J2000 79.40758194 -69.62366293 79.40754000 -69.62366410 79.40907280 -69.66873830 79.40911475 -69.66873713 79.47338540 -69.66693070 79.47338437 -69.66690289 79.47342640 -69.66690170 79.47341129 -69.66649450 79.47478801 -69.66645554 79.47482020 -69.6'
1092,WFC3,UVIS,12257,HODGE2,79.45,-69.645278,F475W,...,Girardi,600,2012-01-21,ibhy24egq,WFC3/12257_HODGE2/ibhy24egq_flt.fits,'POLYGON J2000 79.40758194 -69.62366293 79.40754000 -69.62366410 79.40907280 -69.66873830 79.40911475 -69.66873713 79.47338540 -69.66693070 79.47338437 -69.66690289 79.47342640 -69.66690170 79.47341129 -69.66649450 79.47478801 -69.66645554 79.47482020 -69.6'
1093,WFC3,UVIS,12257,HODGE6,85.570833,-71.591667,F475W,...,Girardi,120,2011-08-16,ibhy21kyq,WFC3/12257_HODGE6/ibhy21kyq_flt.fits,'POLYGON 85.62408971 -71.56773506 85.47976357 -71.57161015 85.48407227 -71.61706684 85.62704223 -71.61267775 85.62408971 -71.56773506 85.62408971 -71.56773506'
1094,WFC3,UVIS,12257,HODGE6,85.570833,-71.591667,F814W,...,Girardi,30,2011-08-16,ibhy21kzq,WFC3/12257_HODGE6/ibhy21kzq_flt.fits,'POLYGON 85.6241371 -71.56770674 85.4798107 -71.57158003 85.48411369 -71.61703677 85.62708398 -71.61264947 85.6241371 -71.56770674 85.6241371 -71.56770674'
1095,WFC3,UVIS,12257,HODGE6,85.570833,-71.591667,F814W,...,Girardi,700,2011-08-16,ibhy21l0q,WFC3/12257_HODGE6/ibhy21l0q_flt.fits,'POLYGON 85.6241371 -71.56770674 85.4798107 -71.57158003 85.48411369 -71.61703677 85.62708398 -71.61264947 85.6241371 -71.56770674 85.6241371 -71.56770674'
1096,WFC3,UVIS,12257,HODGE6,85.570833,-71.591667,F814W,...,Girardi,700,2011-08-16,ibhy21l3q,WFC3/12257_HODGE6/ibhy21l3q_flt.fits,'POLYGON 85.6241371 -71.56770674 85.4798107 -71.57158003 85.48411369 -71.61703677 85.62708398 -71.61264947 85.6241371 -71.56770674 85.6241371 -71.56770674'
1097,WFC3,UVIS,12257,HODGE6,85.570833,-71.591667,F475W,...,Girardi,720,2011-08-16,ibhy21l7q,WFC3/12257_HODGE6/ibhy21l7q_flt.fits,'POLYGON 85.62408971 -71.56773506 85.47976357 -71.57161015 85.48407227 -71.61706684 85.62704223 -71.61267775 85.62408971 -71.56773506 85.62408971 -71.56773506'
1098,WFC3,UVIS,12257,HODGE6,85.570833,-71.591667,F475W,...,Girardi,600,2011-08-16,ibhy21lbq,WFC3/12257_HODGE6/ibhy21lbq_flt.fits,'POLYGON 85.62408971 -71.56773506 85.47976357 -71.57161015 85.48407227 -71.61706684 85.62704223 -71.61267775 85.62408971 -71.56773506 85.62408971 -71.56773506'
1099,WFC3,UVIS,12257,NGC1718,73.11291700000001,-67.050556,F475W,...,Girardi,120,2011-12-02,ibhy22raq,WFC3/12257_NGC1718/ibhy22raq_flt.fits,'POLYGON 73.1177085 -67.01325513 73.04273875 -67.04784887 73.1247917 -67.07944324 73.20164023 -67.04480244 73.1177085 -67.01325513 73.1177085 -67.01325513'
1100,WFC3,UVIS,12257,NGC1718,73.11291700000001,-67.050556,F814W,...,Girardi,30,2011-12-02,ibhy22rbq,WFC3/12257_NGC1718/ibhy22rbq_flt.fits,'POLYGON 73.1177085 -67.01325513 73.04273875 -67.04784887 73.1247917 -67.07944324 73.20164023 -67.04480244 73.1177085 -67.01325513 73.1177085 -67.01325513'
1101,WFC3,UVIS,12257,NGC1718,73.11291700000001,-67.050556,F814W,...,Girardi,700,2011-12-02,ibhy22rcq,WFC3/12257_NGC1718/ibhy22rcq_flt.fits,'POLYGON 73.1177085 -67.01325513 73.04273875 -67.04784887 73.1247917 -67.07944324 73.20164023 -67.04480244 73.1177085 -67.01325513 73.1177085 -67.01325513'
1102,WFC3,UVIS,12257,NGC1718,73.11291700000001,-67.050556,F814W,...,Girardi,700,2011-12-02,ibhy22rfq,WFC3/12257_NGC1718/ibhy22rfq_flt.fits,'POLYGON 73.1177085 -67.01325513 73.04273875 -67.04784887 73.1247917 -67.07944324 73.20164023 -67.04480244 73.1177085 -67.01325513 73.1177085 -67.01325513'
1103,WFC3,UVIS,12257,NGC1718,73.11291700000001,-67.050556,F475W,...,Girardi,720,2011-12-02,ibhy22rjq,WFC3/12257_NGC1718/ibhy22rjq_flt.fits,'POLYGON 73.1177085 -67.01325513 73.04273875 -67.04784887 73.1247917 -67.07944324 73.20164023 -67.04480244 73.1177085 -67.01325513 73.1177085 -67.01325513'
1104,WFC3,UVIS,12257,NGC1718,73.11291700000001,-67.050556,F475W,...,Girardi,600,2011-12-02,ibhy22rnq,WFC3/12257_NGC1718/ibhy22rnq_flt.fits,'POLYGON 73.1177085 -67.01325513 73.04273875 -67.04784887 73.1247917 -67.07944324 73.20164023 -67.04480244 73.1177085 -67.01325513 73.1177085 -67.01325513'
1105,WFC3,UVIS,12257,NGC2173,89.494167,-72.97925,F814W,...,Girardi,30,2011-10-09,ibhy11nzq,WFC3/12257_NGC2173/ibhy11nzq_flt.fits,'POLYGON 89.51682875 -72.94481017 89.37699066 -72.96450637 89.45301497 -73.00397418 89.59223121 -72.98492318 89.51682875 -72.94481017 89.51682875 -72.94481017'
1106,WFC3,UVIS,12257,NGC2173,89.494167,-72.97925,F336W,...,Girardi,800,2011-10-09,ibhy11o1q,WFC3/12257_NGC2173/ibhy11o1q_flt.fits,'POLYGON 89.51682875 -72.94481017 89.37699066 -72.96450637 89.45301497 -73.00397418 89.59223121 -72.98492318 89.51682875 -72.94481017 89.51682875 -72.94481017'
1107,WFC3,UVIS,12257,NGC2173,89.494167,-72.97925,F814W,...,Girardi,700,2011-10-09,ibhy11o5q,WFC3/12257_NGC2173/ibhy11o5q_flt.fits,'POLYGON 89.51682875 -72.94481017 89.37699066 -72.96450637 89.45301497 -73.00397418 89.59223121 -72.98492318 89.51682875 -72.94481017 89.51682875 -72.94481017'
1108,WFC3,UVIS,12257,NGC2173,89.494167,-72.97925,F814W,...,Girardi,700,2011-10-09,ibhy11o9q,WFC3/12257_NGC2173/ibhy11o9q_flt.fits,'POLYGON 89.51682875 -72.94481017 89.37699066 -72.96450637 89.45301497 -73.00397418 89.59223121 -72.98492318 89.51682875 -72.94481017 89.51682875 -72.94481017'
1109,WFC3,UVIS,12257,NGC2173,89.494167,-72.97925,F814W,...,Girardi,550,2011-10-09,ibhy11odq,WFC3/12257_NGC2173/ibhy11odq_flt.fits,'POLYGON 89.51682875 -72.94481017 89.37699066 -72.96450637 89.45301497 -73.00397418 89.59223121 -72.98492318 89.51682875 -72.94481017 89.51682875 -72.94481017'
1110,WFC3,UVIS,12257,NGC2173,89.494167,-72.97925,F475W,...,Girardi,120,2011-10-09,ibhy11oiq,WFC3/12257_NGC2173/ibhy11oiq_flt.fits,'POLYGON 89.51414406 -72.94428887 89.37430744 -72.96398342 89.45032407 -73.00345212 89.58953878 -72.98440277 89.51414406 -72.94428887 89.51414406 -72.94428887'
1111,WFC3,UVIS,12257,NGC2173,89.494167,-72.97925,F336W,...,Girardi,700,2011-10-09,ibhy11okq,WFC3/12257_NGC2173/ibhy11okq_flt.fits,'POLYGON 89.51682875 -72.94481017 89.37699066 -72.96450637 89.45301497 -73.00397418 89.59223121 -72.98492318 89.51682875 -72.94481017 89.51682875 -72.94481017'
1112,WFC3,UVIS,12257,NGC2173,89.494167,-72.97925,F336W,...,Girardi,700,2011-10-09,ibhy11ooq,WFC3/12257_NGC2173/ibhy11ooq_flt.fits,'POLYGON 89.51682875 -72.94481017 89.37699066 -72.96450637 89.45301497 -73.00397418 89.59223121 -72.98492318 89.51682875 -72.94481017 89.51682875 -72.94481017'
1113,WFC3,UVIS,12257,NGC2173,89.494167,-72.97925,F475W,...,Girardi,700,2011-10-09,ibhy11osq,WFC3/12257_NGC2173/ibhy11osq_flt.fits,'POLYGON 89.51414406 -72.94428887 89.37430744 -72.96398342 89.45032407 -73.00345212 89.58953878 -72.98440277 89.51414406 -72.94428887 89.51414406 -72.94428887'
1114,WFC3,UVIS,12257,NGC2173,89.494167,-72.97925,F475W,...,Girardi,700,2011-10-09,ibhy11owq,WFC3/12257_NGC2173/ibhy11owq_flt.fits,'POLYGON 89.51414406 -72.94428887 89.37430744 -72.96398342 89.45032407 -73.00345212 89.58953878 -72.98440277 89.51414406 -72.94428887 89.51414406 -72.94428887'
1115,WFC3,UVIS,12257,NGC2203,91.172083,-75.436389,F814W,...,Girardi,30,2011-10-08,ibhy10fuq,WFC3/12257_NGC2203/ibhy10fuq_flt.fits,'POLYGON 84.57781819 -69.08153306 84.45956965 -69.09847612 84.51453133 -69.13932811 84.63213052 -69.12302629 84.57781819 -69.08153306 84.57781819 -69.08153306'
1116,WFC3,UVIS,12257,NGC2203,91.172083,-75.436389,F336W,...,Girardi,800,2011-10-08,ibhy10fwq,WFC3/12257_NGC2203/ibhy10fwq_flt.fits,'POLYGON 84.57781819 -69.08153306 84.45956965 -69.09847612 84.51453133 -69.13932811 84.63213052 -69.12302629 84.57781819 -69.08153306 84.57781819 -69.08153306'
1117,WFC3,UVIS,12257,NGC2203,91.172083,-75.436389,F814W,...,Girardi,700,2011-10-08,ibhy10g8q,WFC3/12257_NGC2203/ibhy10g8q_flt.fits,'POLYGON 84.57781819 -69.08153306 84.45956965 -69.09847612 84.51453133 -69.13932811 84.63213052 -69.12302629 84.57781819 -69.08153306 84.57781819 -69.08153306'
1118,WFC3,UVIS,12257,NGC2203,91.172083,-75.436389,F814W,...,Girardi,700,2011-10-08,ibhy10gcq,WFC3/12257_NGC2203/ibhy10gcq_flt.fits,'POLYGON 84.57781819 -69.08153306 84.45956965 -69.09847612 84.51453133 -69.13932811 84.63213052 -69.12302629 84.57781819 -69.08153306 84.57781819 -69.08153306'
1119,WFC3,UVIS,12257,NGC2203,91.172083,-75.436389,F814W,...,Girardi,550,2011-10-08,ibhy10ggq,WFC3/12257_NGC2203/ibhy10ggq_flt.fits,'POLYGON 84.57781819 -69.08153306 84.45956965 -69.09847612 84.51453133 -69.13932811 84.63213052 -69.12302629 84.57781819 -69.08153306 84.57781819 -69.08153306'
1120,WFC3,UVIS,12257,NGC2203,91.172083,-75.436389,F475W,...,Girardi,120,2011-10-08,ibhy10grq,WFC3/12257_NGC2203/ibhy10grq_flt.fits,'POLYGON 84.57781819 -69.08153306 84.45956965 -69.09847612 84.51453133 -69.13932811 84.63213052 -69.12302629 84.57781819 -69.08153306 84.57781819 -69.08153306'
1121,WFC3,UVIS,12257,NGC2203,91.172083,-75.436389,F336W,...,Girardi,700,2011-10-08,ibhy10guq,WFC3/12257_NGC2203/ibhy10guq_flt.fits,'POLYGON 84.57781819 -69.08153306 84.45956965 -69.09847612 84.51453133 -69.13932811 84.63213052 -69.12302629 84.57781819 -69.08153306 84.57781819 -69.08153306'
1122,WFC3,UVIS,12257,NGC2203,91.172083,-75.436389,F336W,...,Girardi,700,2011-10-08,ibhy10gyq,WFC3/12257_NGC2203/ibhy10gyq_flt.fits,'POLYGON 84.57781819 -69.08153306 84.45956965 -69.09847612 84.51453133 -69.13932811 84.63213052 -69.12302629 84.57781819 -69.08153306 84.57781819 -69.08153306'
1123,WFC3,UVIS,12257,NGC2203,91.172083,-75.436389,F475W,...,Girardi,700,2011-10-08,ibhy10h2q,WFC3/12257_NGC2203/ibhy10h2q_flt.fits,'POLYGON 84.57781819 -69.08153306 84.45956965 -69.09847612 84.51453133 -69.13932811 84.63213052 -69.12302629 84.57781819 -69.08153306 84.57781819 -69.08153306'
1124,WFC3,UVIS,12257,NGC2203,91.172083,-75.436389,F475W,...,Girardi,700,2011-10-08,ibhy10h6q,WFC3/12257_NGC2203/ibhy10h6q_flt.fits,'POLYGON 84.57781819 -69.08153306 84.45956965 -69.09847612 84.51453133 -69.13932811 84.63213052 -69.12302629 84.57781819 -69.08153306 84.57781819 -69.08153306'
1125,WFC3,UVIS,12257,NGC2213,92.674583,-71.528111,F475W,...,Girardi,120,2011-11-29,ibhy25kaq,WFC3/12257_NGC2213/ibhy25kaq_flt.fits,'POLYGON 92.63710407 -71.49270565 92.59105149 -71.53559431 92.72156865 -71.55330209 92.76953436 -71.51010329 92.63710407 -71.49270565 92.63710407 -71.49270565'
1126,WFC3,UVIS,12257,NGC2213,92.674583,-71.528111,F814W,...,Girardi,30,2011-11-29,ibhy25kbq,WFC3/12257_NGC2213/ibhy25kbq_flt.fits,'POLYGON 92.63710407 -71.49270565 92.59105149 -71.53559431 92.72156865 -71.55330209 92.76953436 -71.51010329 92.63710407 -71.49270565 92.63710407 -71.49270565'
1127,WFC3,UVIS,12257,NGC2213,92.674583,-71.528111,F814W,...,Girardi,700,2011-11-29,ibhy25kcq,WFC3/12257_NGC2213/ibhy25kcq_flt.fits,'POLYGON 92.63710407 -71.49270565 92.59105149 -71.53559431 92.72156865 -71.55330209 92.76953436 -71.51010329 92.63710407 -71.49270565 92.63710407 -71.49270565'
1128,WFC3,UVIS,12257,NGC2213,92.674583,-71.528111,F814W,...,Girardi,700,2011-11-29,ibhy25kfq,WFC3/12257_NGC2213/ibhy25kfq_flt.fits,'POLYGON 92.63710407 -71.49270565 92.59105149 -71.53559431 92.72156865 -71.55330209 92.76953436 -71.51010329 92.63710407 -71.49270565 92.63710407 -71.49270565'
1129,WFC3,UVIS,12257,NGC2213,92.674583,-71.528111,F475W,...,Girardi,720,2011-11-29,ibhy25kjq,WFC3/12257_NGC2213/ibhy25kjq_flt.fits,'POLYGON 92.63710407 -71.49270565 92.59105149 -71.53559431 92.72156865 -71.55330209 92.76953436 -71.51010329 92.63710407 -71.49270565 92.63710407 -71.49270565'
1130,WFC3,UVIS,12257,NGC2213,92.674583,-71.528111,F475W,...,Girardi,600,2011-11-29,ibhy25knq,WFC3/12257_NGC2213/ibhy25knq_flt.fits,'POLYGON 92.63710407 -71.49270565 92.59105149 -71.53559431 92.72156865 -71.55330209 92.76953436 -71.51010329 92.63710407 -71.49270565 92.63710407 -71.49270565'
1131,WFC3,UVIS,12257,NGC411,16.976667000000003,-71.76705600000001,F814W,...,Girardi,30,2011-08-28,ibhy12n3q,WFC3/12257_NGC411/ibhy12n3q_flt.fits,'POLYGON 17.0453271 -71.73934246 16.90022665 -71.73838594 16.90655119 -71.78364888 17.05027964 -71.78510936 17.0453271 -71.73934246 17.0453271 -71.73934246'
1132,WFC3,UVIS,12257,NGC411,16.976667000000003,-71.76705600000001,F336W,...,Girardi,800,2011-08-28,ibhy12n5q,WFC3/12257_NGC411/ibhy12n5q_flt.fits,'POLYGON 17.0453271 -71.73934246 16.90022665 -71.73838594 16.90655119 -71.78364888 17.05027964 -71.78510936 17.0453271 -71.73934246 17.0453271 -71.73934246'
1133,WFC3,UVIS,12257,NGC411,16.976667000000003,-71.76705600000001,F814W,...,Girardi,700,2011-08-28,ibhy12n9q,WFC3/12257_NGC411/ibhy12n9q_flt.fits,'POLYGON 17.0453271 -71.73934246 16.90022665 -71.73838594 16.90655119 -71.78364888 17.05027964 -71.78510936 17.0453271 -71.73934246 17.0453271 -71.73934246'
1134,WFC3,UVIS,12257,NGC411,16.976667000000003,-71.76705600000001,F814W,...,Girardi,700,2011-08-28,ibhy12ndq,WFC3/12257_NGC411/ibhy12ndq_flt.fits,'POLYGON 17.0453271 -71.73934246 16.90022665 -71.73838594 16.90655119 -71.78364888 17.05027964 -71.78510936 17.0453271 -71.73934246 17.0453271 -71.73934246'
1135,WFC3,UVIS,12257,NGC411,16.976667000000003,-71.76705600000001,F814W,...,Girardi,550,2011-08-28,ibhy12nhq,WFC3/12257_NGC411/ibhy12nhq_flt.fits,'POLYGON 17.0453271 -71.73934246 16.90022665 -71.73838594 16.90655119 -71.78364888 17.05027964 -71.78510936 17.0453271 -71.73934246 17.0453271 -71.73934246'
1136,WFC3,UVIS,12257,NGC411,16.976667000000003,-71.76705600000001,F475W,...,Girardi,120,2011-08-28,ibhy12nmq,WFC3/12257_NGC411/ibhy12nmq_flt.fits,'POLYGON 17.0453271 -71.73934246 16.90022665 -71.73838594 16.90655119 -71.78364888 17.05027964 -71.78510936 17.0453271 -71.73934246 17.0453271 -71.73934246'
1137,WFC3,UVIS,12257,NGC411,16.976667000000003,-71.76705600000001,F336W,...,Girardi,700,2011-08-28,ibhy12noq,WFC3/12257_NGC411/ibhy12noq_flt.fits,'POLYGON 17.0453271 -71.73934246 16.90022665 -71.73838594 16.90655119 -71.78364888 17.05027964 -71.78510936 17.0453271 -71.73934246 17.0453271 -71.73934246'
1138,WFC3,UVIS,12257,NGC411,16.976667000000003,-71.76705600000001,F336W,...,Girardi,700,2011-08-28,ibhy12nsq,WFC3/12257_NGC411/ibhy12nsq_flt.fits,'POLYGON 17.0453271 -71.73934246 16.90022665 -71.73838594 16.90655119 -71.78364888 17.05027964 -71.78510936 17.0453271 -71.73934246 17.0453271 -71.73934246'
1139,WFC3,UVIS,12257,NGC411,16.976667000000003,-71.76705600000001,F475W,...,Girardi,700,2011-08-28,ibhy12nwq,WFC3/12257_NGC411/ibhy12nwq_flt.fits,'POLYGON 17.0453271 -71.73934246 16.90022665 -71.73838594 16.90655119 -71.78364888 17.05027964 -71.78510936 17.0453271 -71.73934246 17.0453271 -71.73934246'
1140,WFC3,UVIS,12257,NGC411,16.976667000000003,-71.76705600000001,F475W,...,Girardi,700,2011-08-28,ibhy12o0q,WFC3/12257_NGC411/ibhy12o0q_flt.fits,'POLYGON 17.0453271 -71.73934246 16.90022665 -71.73838594 16.90655119 -71.78364888 17.05027964 -71.78510936 17.0453271 -71.73934246 17.0453271 -71.73934246'
1141,WFC3,UVIS,12581,LMC-FIELD-NW-1,85.757886,-69.039386,F336W,...,Roman-Duval,2,2012-01-25,ibp503stq,WFC3/12581_LMC-FIELD-NW-1/ibp503stq_flt.fits,'POLYGON 85.81672211 -69.01381943 85.69122505 -69.01956841 85.69735796 -69.06446722 85.82465284 -69.05920787 85.81672211 -69.01381943 85.81672211 -69.01381943'
1142,WFC3,UVIS,12581,LMC-FIELD-NW-1,85.757886,-69.039386,F475W,...,Roman-Duval,1,2012-01-25,ibp503suq,WFC3/12581_LMC-FIELD-NW-1/ibp503suq_flt.fits,'POLYGON 85.81672211 -69.01381943 85.69122505 -69.01956841 85.69735796 -69.06446722 85.82465284 -69.05920787 85.81672211 -69.01381943 85.81672211 -69.01381943'
1143,WFC3,UVIS,12581,LMC-FIELD-NW-1,85.757886,-69.039386,F814W,...,Roman-Duval,1,2012-01-25,ibp503syq,WFC3/12581_LMC-FIELD-NW-1/ibp503syq_flt.fits,'POLYGON 85.81672211 -69.01381943 85.69122505 -69.01956841 85.69735796 -69.06446722 85.82465284 -69.05920787 85.81672211 -69.01381943 85.81672211 -69.01381943'
1144,WFC3,UVIS,12581,LMC-FIELD-NW-1,85.757886,-69.039386,F336W,...,Roman-Duval,1030,2012-01-25,ibp503t5q,WFC3/12581_LMC-FIELD-NW-1/ibp503t5q_flt.fits,'POLYGON 85.81672211 -69.01381943 85.69122505 -69.01956841 85.69735796 -69.06446722 85.82465284 -69.05920787 85.81672211 -69.01381943 85.81672211 -69.01381943'
1145,WFC3,UVIS,12581,LMC-FIELD-NW-1,85.757886,-69.039386,F814W,...,Roman-Duval,1215,2012-01-25,ibp503t9q,WFC3/12581_LMC-FIELD-NW-1/ibp503t9q_flt.fits,'POLYGON 85.81672211 -69.01381943 85.69122505 -69.01956841 85.69735796 -69.06446722 85.82465284 -69.05920787 85.81672211 -69.01381943 85.81672211 -69.01381943'
1146,WFC3,UVIS,12581,LMC-FIELD-NW-1,85.757886,-69.039386,F814W,...,Roman-Duval,1030,2012-01-25,ibp503tfq,WFC3/12581_LMC-FIELD-NW-1/ibp503tfq_flt.fits,'POLYGON 85.81672211 -69.01381943 85.69122505 -69.01956841 85.69735796 -69.06446722 85.82465284 -69.05920787 85.81672211 -69.01381943 85.81672211 -69.01381943'
1147,WFC3,UVIS,12581,LMC-FIELD-NW-1,85.757886,-69.039386,F336W,...,Roman-Duval,1030,2012-01-25,ibp503tnq,WFC3/12581_LMC-FIELD-NW-1/ibp503tnq_flt.fits,'POLYGON 85.81672211 -69.01381943 85.69122505 -69.01956841 85.69735796 -69.06446722 85.82465284 -69.05920787 85.81672211 -69.01381943 85.81672211 -69.01381943'
1148,WFC3,UVIS,12581,LMC-FIELD-NW-1,85.757886,-69.039386,F336W,...,Roman-Duval,1180,2012-01-25,ibp503tsq,WFC3/12581_LMC-FIELD-NW-1/ibp503tsq_flt.fits,'POLYGON 85.81672211 -69.01381943 85.69122505 -69.01956841 85.69735796 -69.06446722 85.82465284 -69.05920787 85.81672211 -69.01381943 85.81672211 -69.01381943'
1149,WFC3,UVIS,12581,LMC-FIELD-NW-1,85.757886,-69.039386,F475W,...,Roman-Duval,1230,2012-01-25,ibp503tyq,WFC3/12581_LMC-FIELD-NW-1/ibp503tyq_flt.fits,'POLYGON 85.81672211 -69.01381943 85.69122505 -69.01956841 85.69735796 -69.06446722 85.82465284 -69.05920787 85.81672211 -69.01381943 85.81672211 -69.01381943'
1150,WFC3,UVIS,12581,LMC-FIELD-NW-1,85.757886,-69.039386,F475W,...,Roman-Duval,730,2012-01-25,ibp503u6q,WFC3/12581_LMC-FIELD-NW-1/ibp503u6q_flt.fits,'POLYGON 85.81672211 -69.01381943 85.69122505 -69.01956841 85.69735796 -69.06446722 85.82465284 -69.05920787 85.81672211 -69.01381943 85.81672211 -69.01381943'
1151,WFC3,UVIS,12581,NGC460,18.729210000000002,-73.320268,F336W,...,Roman-Duval,2,2012-09-15,ibp509k1q,WFC3/12581_NGC460/ibp509k1q_flt.fits,'POLYGON 18.82716132 -73.30715907 18.68021278 -73.29028423 18.63119727 -73.33334854 18.77608447 -73.35054461 18.82716132 -73.30715907 18.82716132 -73.30715907'
1152,WFC3,UVIS,12581,NGC460,18.729210000000002,-73.320268,F814W,...,Roman-Duval,1,2012-09-15,ibp509k5q,WFC3/12581_NGC460/ibp509k5q_flt.fits,'POLYGON 18.82716132 -73.30715907 18.68021278 -73.29028423 18.63119727 -73.33334854 18.77608447 -73.35054461 18.82716132 -73.30715907 18.82716132 -73.30715907'
1153,WFC3,UVIS,12581,NGC460,18.729210000000002,-73.320268,F336W,...,Roman-Duval,980,2012-09-15,ibp509kbq,WFC3/12581_NGC460/ibp509kbq_flt.fits,'POLYGON 18.82716132 -73.30715907 18.68021278 -73.29028423 18.63119727 -73.33334854 18.77608447 -73.35054461 18.82716132 -73.30715907 18.82716132 -73.30715907'
1154,WFC3,UVIS,12581,NGC460,18.729210000000002,-73.320268,F814W,...,Roman-Duval,500,2012-09-15,ibp509kfq,WFC3/12581_NGC460/ibp509kfq_flt.fits,'POLYGON 18.82716132 -73.30715907 18.68021278 -73.29028423 18.63119727 -73.33334854 18.77608447 -73.35054461 18.82716132 -73.30715907 18.82716132 -73.30715907'
